22.4469737282 53.0627413883 

21.2665085063 52.4128363992 

21.0122123178 52.229713287 

21.3086717926 52.6470708127 

22.6104878252 54.6599661101 

23.8787111578 56.6358555675 

24.1048978133 56.9465045335 

24.2187064767 57.4402858676 

24.6721837486 59.1507193451 

24.7545037221 59.4389162888 

24.8493783475 59.8368520597 

24.9383857278 60.1698820168 

24.0916239156 59.9130926349 

20.9160711861 59.5293505303 

18.5615307147 59.3609931228 

18.0645177718 59.3328008612 

